id,station,state,city,country,address,type,latitude,longitude,company,status,create_at,update_at
871,"RR Charging Station (RR Charging Station)","Tamil Nadu",Ambur,India,"No: 19,IELC Complex, MC Road, Ambur, Tamil Nadu - 635802",19,12.77988445,78.71776971,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
872,"Sihla Energy Sihla Energy",Kerala,Malappuram,India,"Thrissur-Kunnakulam SH 69, Valayankulam, Kerala - 679591",19,10.73477485,76.04854399,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
873,"Hotel Sangeetha (Duriyam Charging Station)","Tamil Nadu",Namakkal,India,"NH 44, Namakkal - Karur Tollgate, Tamil Nadu - 637207",19,11.19362344,78.10483415,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
874,"Hotel Temple City Lake (Inn KSN Charging Station)","Tamil Nadu",Madurai,India,"Trichy - Madurai Highway, Valaichcherippatti, Tamil Nadu - 625104",19,9.987081053,78.24154444,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
875,"Alps Residency - A Bergamont Group of Hotel-","Tamil Nadu",Krishnagiri,India,"Bangalore Bye Pass Road Near Toll Plaza, Krishnagiri, Tamil Nadu-635001",19,12.54250304,78.20153274,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
876,"Sri Durga Bhavan Elite (Devika Yogaraajan Charging Station)","Tamil Nadu",Vellore,India,"Near HP Petrol Pump, Pallikonda, Tamil Nadu, 635809",19,12.9023796,78.93386744,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
877,"AIMA Charging Station",Kerala,Palakkad,India,"Naduvattam, Kringanad Rd, VIlayur",19,10.887677,76.189595,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
878,"Bhimas Residency Hotel","Andhra pradesh",Tirupati,India,"19-3-41 Renigunta Road, near Ramanuja Circle",19,13.62754649,79.43056383,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
879,"RMS Towers (Ero_G Electric Charging Station)","Tamil Nadu",Erode,India,"NH544, Kovai to Salem Road, Solipalayam,",19,11.30199446,77.60004376,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
880,"Hotel JAS","Andhra pradesh",Visakhapatnam,India,"NH45 Kagitha Village Near Vempadu Toll Gate Nakkapalli, Mandalam, Visakhapatnam",19,17.39957297,82.68113802,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
881,"Unger India pvt India",Haryana,GURUGRAM,India,"71, Udyog Vihar Phase 1, Udyog Vihar, Sector 19, Gurugram, Haryana 122016",13,28.499,77.08356,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
882,"Paschim Vidyut Vitaran Pologround","Madhya Pradesh",UJJAIN,India,"GPH Compound, Polo Ground, Indore, Madhya Pradesh 452003",13,23.24006,75.78122,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
883,"ADYAR ANANDA BHAVAN","Tamil Nadu",ATTUR,India,"NH9,Thulakanoor Village,Salem District,Attur,TamilNadu",11,11.591985,78.627219,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
884,"SREE ANNAPOORNA HOTEL","Tamil Nadu",AVINASHI,India,"NH544,AVINASHI BYE PASS ROAD,AVINASHI,TAMILNADU 641654",11,11.175093,77.263374,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
885,"VR MALL WHITEFIELD",Karnataka,BANGALORE,India,"Whitefield Main Road,Mahadevapura,Bengaluru,Karnataka 560048",,12.996362,77.695802,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
886,"THE FORUM MALL",Karnataka,BANGALORE,India,"B1-12,Parking,Hosur road,Koramangala,Bengaluru,Karnataka 560095",11,12.934801,77.610918,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
887,"Kanthari Restaurants & Banquets",Kerala,Changanassery,India,"Bypass Road, near AKM school, Changanassery, Kerala 686101",11,9.4551752,76.5425594,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
888,"BROOKFIELDS MALL","Tamil Nadu",COIMBATORE,India,"Dr Krishnasamy Mudaliyar Rd, Brookefields, Sukrawar Pettai, R S Puram West, Coimbatore, Tamil Nadu 641001",11,11.008935,76.95954,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
889,"HiLITE Mall",Kerala,Kozhikode,India,"G1003, NH 66, Kozhikode Bypass, Poovangal, Kozhikode, Kerala 673014",11,11.2484737,75.8335122,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
890,"HOTEL SURYA COMPLEX","Tamil Nadu",KRISHNAGIRI,India,"NH44,Bangalore Highway,Pollupalli,Krishnagiri,TamilNadu 635115",11,12.582141,78.157101,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
891,"MALL OF MYSORE",Karnataka,MYSURU,India,"MG Road,Indira Nagar Extension,Nazarbad Mohalla,Mysuru,Karnataka 570010",11,12.298073,76.664021,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
892,"SHREE SARAVANA BHAVAN","Tamil Nadu",SANKAGIRI,India,"Near Sankagiri Toll Gate, NH-47 Salem-Kanyakumari Hwy, Vaikundam, Sankari, Tamil Nadu 637103",11,11.519342,77.935042,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
893,"Aswins Veg Restaurant","Tamil Nadu",Perambalur,India,"NH 45, Kalpady Road, Eraiyasamuthiram, Perambalur, Tamil Nadu 621113",11,11.2064644,78.8812406,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
894,"Cafu00e9 Udupi Ruchi","Tamil Nadu",Ulundurpet,India,"102/19, Chennai Trichy NH Sengurichi, Village, Ulundurpet, Tamil Nadu 606115",11,11.7194357,79.3364597,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
895,"Grand mall",Kerala,Kochi,India,"Panvel - Kochi - Kanyakumari Hwy, Toll Junction, Edappally, Kochi, Kerala 682024",11,10.0243734,76.3088679,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
896,"Hotel Kodai International","Tamil Nadu",Kodaikanal,India,"17/328, Laws Ghat Rd, Kodaikanal, Tamil Nadu 624101",11,10.2428087,77.4983634,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
897,"Hotel Kadamba",Karnataka,Banglore,India,"Hotel Kadamba Veg, 272/2, Nice Road Junction, Bangalore, SH17, Bengaluru, Karnataka 560060",11,12.9019627,77.468995,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
898,"Annapoorna Cafe",Kerala,Angamali,India,"69FG+56H, Karukutty, Kerala 683572",11,10.2230435,76.3755255,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
899,"D square Mall","Tamil Nadu",Shoolagiri,India,"Dhiviyam Square Food Court, NH - 7 Hosur - Krishnagiri Highway, Sundagiri, Shool, Tamil Nadu 635117",11,12.6462747,78.0470111,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
900,"Hotel Devaragam",Kerala,Guruvayur,India,"Outer Ring Road, Opp Railway Station, East Nada, Guruvayur, Kerala 680101",11,10.5955128,76.0443322,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
901,"Gokul Oottupura NH 47 Veetarian Restaurant",Kerala,Kochi,India,"NH bypass, near Modern Lights, Padivattom, Edappally, Ernakulam, Kerala 682024",11,10.0111333,76.3123714,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
902,"ADAYAR ANANDA BHAVAN","Tamil Nadu",THINDIVANAM,India,"Swastiks enterpreneurs,NH45,Chennai-Trichy highway,NallathurThindivanam,Tamilnadu 604307",11,12.297694,79.73365,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
903,"Adyar Ananda Bhavan I Navakkarai","Tamil Nadu",Walayar,India,"Adyar Ananda Bhavan Restaurant, 285, Palakkad Main Rd, MahendraMedu, Navakarai, Coimbatore, Tamil Nadu 641105",11,10.8559461,76.8625309,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
904,"Adyar Ananda Bhavan I Rasipuram","Tamil Nadu",Rasipuram,India,"Adyar Ananda Bhavan Restaurant, NH44, Brindavan Garden, Salem-Madurai Rd, Athanur, Tamil Nadu 637401",11,11.4922712,78.1535774,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
905,"Ganpat Grand I Palani","Tamil Nadu",Palani,India,"Circle, 167/1, Adivaram Itteri Road Near Balaji Bhavan, Palani, Tamil Nadu 624601",11,10.4425816,77.5203903,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
906,"Aasai Aasai Anandha Bhavan | Omalur","Tamil Nadu",Omalur,India,"Aasai Aasai Anandha Bhavan Delight, A/C Pure Veg Restaurant, NH - 44, Bangalore, to, Salem Highway, Omalur, Tamil Nadu 636455",11,11.7592238,78.4273441,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
907,"Hotel Temple City I Thirumangalam","Tamil Nadu",Thirumangalam,India,"Hotel Temple City, NH 44, Madurai to Virudhunagar Highways Melanesaneri Sivarakottaim, Madurai, Tamil Nadu 625706",11,9.7590386,77.9791582,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
908,"Hotel Temple City I vadippatti","Tamil Nadu",Vadippatti,India,"Hotel Temple City, NH 44, Chellakulam, Thathampatti, Tamil Nadu 625020",11,"10.0804337,",77.9776792,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
909,"Hotel Paakashala I Yediyur",Karnataka,Yediyur,India,"Paakashala @ Yediyur, Koppa Bangalore Mangalore Highway, NH75, Kunigal, Karnataka 572142",11,12.9902212,76.8816809,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
910,"A S M ABDUL CADER AND CO","TAMIL NADU",CHENNAI,India,"A S M ABDUL CADER AND CO, DOOR NO 355 CEMENT ROAD, ALANDUR, MEENAMBAKKAM,CHENNAI, TAMIL NADU, 600016",10,12.99431,80.18706,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
911,"BP,GHAR-MARAIMALAI NAGAR","TAMIL NADU",CHENGALPATTU,India,"BP,GHAR-MARAIMALAI NAGAR, SY NO 336/6 ( PART ), NH-45, GST RO, MARAIMALAI NAGAR, CHENGALPATTU, TAMILNADU, 603209",10,12.78326,80.01671,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
912,"SAKTHI MADUMALAR AGENCIES","TAMIL NADU",CHENGALPATTU,India,"SAKTHI MADHUMALAR AGENCIES, NH-45 CHENNAI-TRICHY HIGHWAY, MELMARUVATHUR, CHENGALPATTU, TAMIL NADU, 603319",10,12.43395,79.83235,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
913,"SRI VENNI AGENCIES","TAMIL NADU",VILLUPURAM,India,"Bharat Petroleum Dealers, SY NO 52/6B1 & 52/7A1, NH38, Chennai Trichy Highway, CHINNAVALAVANUR, VILLUPURAM, TN-604302",10,12.16381,79.61146,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
914,"RAVIE AGENCIES","TAMIL NADU",VILLUPURAM,India,"Bharat Petroleum Dealers, SY NO 148/1, NH38, Chennai Trichy Highway, V. SALAI, VIKRAVANDI, VILLUPURAM, TN-605652",10,12.06382,79.54755,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
915,BP-ULUNDURPET,"TAMIL NADU",KALLAKURICHI,India,"Bharat Petroleum Companyu00a0Owner retail outlet, Next to Ulundurpet Toll, NH38, CHENNAI-TRICHY HIGHWAY, SENGURICHI VILLAGE, KALLAKURICHI Dt, TN-606115",10,11.71881,79.33575,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
916,BP-TRICHY,"TAMIL NADU",TRICHY,India,"Bharat Petroleum Company owner retail outlet, S.No-489/5B, NH38, CHENNAI-TRICHY HIGHWAY, SANNAMANGALAM, Trichy, TN-621104",10,11.03248,78.80801,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
917,"KARTHIK AGENCIES","TAMIL NADU",TRICHY,India,"Bharat Petroleum Dealers, S.No-456/6, 5B, NH38, CHENNAI-TRICHY HIGHWAY, SIRUGANUR, LALGUDI TK, Trichy, TN-621105",10,11.00462,78.78876,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
918,"SRI RAJAN ENTERPRISES","TAMIL NADU",MADURAI,India,"Sri Rajan Enterprises, BPCL Dealers, Surakundu village, Melur - Madurai road, NH 38, Melur, Madurai 625106",10,10.02184,78.31352,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
919,BP-OTHAKKADAI,"TAMIL NADU",MADURAI,India,"BP Othakadai, BPCL Retail Outlet, Kodikulam Village, Madurai - Melur NH 38, Madurai 625104",10,9.9445,78.15418,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
920,"GJ | Ahmedabad | Abhinav Girls Hostel Bodakdev",Gujarat,Ahmedabad,India,"Bodakdev, Ahmedabad, Gujarat 380054",24,23.0580,72.5001,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
921,"Hotel Bliss | Tirupati","Andhra Pradesh",Tirupathi,India,"Hotel Bliss, 19-3-45, Near Ramanuja Circle, Renigunta Rd, Tirupati, Andhra Pradesh 517501",11,13.6253731,79.4322333,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
922,"Bhimas Residency Hotel","Andhra Pradesh",Tirupati,India,"19-3-41 Renigunta Road, near Ramanuja Circle",19,13.62754649,79.43056383,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
923,"Jayalakshmi Auto, Gudavalli","Andhra Pradesh",Vijayawada,India,"Jayalakshmi Auto Enterprises Pvt Ltd, Survey no 3/142 , Gudavalli Junction, Vijayawada rural, Krishna District ,521104",7,16.5129225,80.7497565,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
924,"Garuda Food Court, Komirepalle","Andhra Pradesh",Komirepalle,India,"NH 16 Gundugolanu, Komirepalle, Andhra Pradesh 534427",7,16.778579,81.221054,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
925,"Shiv Shanker Motors, Gajuwaka","Andhra Pradesh",Vizag,India,"Sobha Square, Vishwaswaraya Nagar, Gajuwaka, Vishakhapatanam-530012",7,17.68429,83.185923,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
926,"Shiv Shanker Motors, Kancharpalem","Andhra Pradesh",Vizag,India,"C 24, Industrail Estate, Kancharapalem, Vishakhapatnam u00e2u0080u0093 530010",7,17.738719,83.26258,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
927,"Croma u00e2u0080u0093 MVR Complex, Waltair Uplands","Andhra Pradesh",Vizag,India,"Ground & First floor, MVR # 10-1-39/B&C, Siripuram Cir, opp. Rock Park, Waltair Uplands, Visakhapatnam, Andhra Pradesh 530003",7,17.725417,83.315175,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
928,"IOCL - NAVABHARAGAVA FILLING STATION, Vijayawada - Hyderabad Hwy","Andhra Pradesh",Vijayawada,India,"Vijayawada - Hyderabad Hwy, Ibrahimpatnam, Andhra Pradesh 521456",7,16.5812639,80.5263493,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
929,"Highway Grand World, Chennai-Tirupati Highway NH 716","Andhra Pradesh",Tirupati,India,"Chennai - Thiruttani - Renigunta Hwy, NH716 - Veerakaverirajupuram, Andhra Pradesh, Nagari, Andhra Pradesh 517590",7,13.29360934,79.58170947,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
930,"Hotel Sapthagiri Holiday Resorts,Tirupati u00e2u0080u0093 Bangalore  Highway","Andhra Pradesh",Chittoor,India,"NH140, Tirupati u00e2u0080u0093 Bangalore  Highway, Sy No: 1201&1189, B G Mittor Village, Tanepalli, Puthalapattu Mandal, Chittoor, Andhra Pradesh - 517127",7,13.37412051,79.09210293,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
931,"Hotel Sapthagiri Holiday Resorts,Tirupati u00e2u0080u0093 Bangalore  Highway","Andhra Pradesh",Gadanki,India,"NH140, Gadanki, Andhra Pradesh - 517112",7,13.4799438,79.1897903,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
932,"IOCL Sree Devi Prasad Services, Naamavaram","Andhra Pradesh",Naamavaram,India,"Naamavaram, Andhra Pradesh 531126",7,17.3736805,82.5862594,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
933,"Nandi Food Plaza, Nalagam palli","Andhra Pradesh",Chittoor,India,"NH 69 - 174 Nalagampalli Chittoor-Bangalore Highway Close to Bangarupalem, Village, Nalagam palli, Andhra Pradesh 517416",7,13.2035919,78.9415658,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
934,"River Bay Resorts, Gautami Ghat","Andhra Pradesh",Rajahmundry,India,"Hotel River Bay Resort, 5-1-36 to 43 Gautami Ghat, Rajahmundry-533101",7,16.9921196,81.7735774,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
935,"IOCL - KOORAPATI SERVICE STATION, Tirupati","Andhra Pradesh",Tirupati,India,"TIRUPATI URBAN AND MANDAL Air bye-pass road. Tirupati, Chittoor-517502",7,13.6207096,79.3828146,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
936,"IOCL - Sai Krupa Filling Station, SH 26","Andhra Pradesh",Anantapur,India,"SH 26, Vajrakarur to Guntakal Road SURVEY No.401-AIu00e2u0080u008b, Anantapur Dist. ANDHRA PRADESH,515722",7,15.1462972,77.3774561,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
937,"Sasya Auto Cars, Bellari X Roads - NH 44","Andhra Pradesh",Kurnool,India,"Renault Showroom, 45/142-70-5-B, NH44 Near APSP 2nd Battallion, Bellari X Roads, Kurnool, Andhra Pradesh 518003",7,15.8305662,78.0179892,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
938,"Sasya Automotives, Near EENADU Office - NH 44","Andhra Pradesh",Kurnool,India,"Isuzu Showroom, Survey No-131-1 & 133-1A NH44 Near EENADU Office, Kurnool, Andhra Pradesh 518003",7,15.8498643,78.0045003,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
939,"PNR Function Hall, Chennai-Ballary Highway","Andhra Pradesh",Proddatur,India,"D No 7/3109 Sy No 622, Beside IOCL petrol pump, Korrapadu Road, Andhrakesari Nagar, Proddatur Municipality, Andhra Pradesh 516360",7,14.7529922,78.5550768,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
940,"IOCL - TIRUMALA AGENCIES","Andhra Pradesh",Peddapuram,India,"Sy No 164, Peddapuram Bye-Pass Village/Mandal, East Godavari-533437",7,17.0758862,82.1217314,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
941,"Hotel JAS","Andhra Pradesh",Visakhapatnam,India,"NH45 Kagitha Village Near Vempadu Toll Gate Nakkapalli, Mandalam, Visakhapatnam",19,17.39957297,82.68113802,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
942,"Utkarsh Mototech, Assam Trunk Rd",Assam,Guwahati,India,"Kamakhya Gate, Swastik Ayodhya Complex, Assam Trunk Rd, Guwahati, Assam 781009",7,26.164406,91.715516,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
943,"Pragati Trading, NH 37",Assam,Jorhat,India,"NH37, Jorhat, Assam 785006",7,26.7470487,94.1680718,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
944,"Ashutosh Motors, Lokhra",Assam,Guwahati,India,"NH-37, Chariali, Lokhra, Guwahati, Assam 781028",7,26.111365,91.746149,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
945,"Ashutosh Motors, near NHPC Godown",Assam,Nagaon,India,"Biroh Bebejia Sensowa, near NHPC Godown, Nagaon, Assam 782002",7,26.3123315,92.6401864,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
946,"Sarawgi Motors, Saukuchi",Assam,Guwahati,India,"Sarusajai Stadium Garalia NH 37, Basistha, Saukuchi, near National Games Stadium, Assam 781040",7,26.111877,91.759799,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
947,"DN Regalia Mall, Patrapada",Bhubhaneswar,Bhubaneswar,India,"IDCO Plot No1/A, Bhagbanpur Industrial Estate, DN Square, Patrapada, Bhubhaneswar 751001",7,20.240903,85.758056,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
948,"Shankar Motors, Patliputra Industrial Area",Bihar,Patna,India,"Shankar Motors Patna, C1, behind P & M Mall, Patliputra Industrial Area, Patliputra Colony, Patna, Bihar 800013",7,25.634199,85105514,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
949,"Shankar Motors, Prem Nagar",Bihar,Bhagalpur,India,"Ground Floor, Sabour Rd, near Engineering College, Prem Nagar, Bhagalpur, Bihar 812002",7,25.2522094,87.0450289,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
950,"Bahubali Motors, Transport Nagar",Chattisgarh,Raipur,India,"Mumbai - Kolkata Hwy, Beside M.P Dhaba, Transport Nagar, Tatibandh, Raipur, Chhattisgarh 492099",7,21.2567897,81.5594445,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
951,"Jagdalpur Motors, Geedam Road",chattisgarh,Jagdalpur,India,"Geedam Rd, Pandripan, Chhattisgarh 492099",7,19.0657802,81.9635956,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
952,"Goyal Coal Sizing, Pendridih",chattisgarh,Bilaspur,India,"Village: Sara Pendridih Seepat, Bilaspur By-Pass, Chhattisgarh 495330",7,22.0136612,82.0487988,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
953,"Prince Guest House & Restaurant, Transport Nagar",Chattisgarh,Raipur,India,"In front of Parking No 6 Transport Nagar, Rawa bata, Raipur, Chhattisgarh 492003",7,21.3194434,81.6372966,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
954,"BHASIN VENTURES, Telibandha",Chattisgarh,Raipur,India,"NH-6, NEAR CHOKRA NALA, Labhandi Rd, opp. M.S. PETROL PUMP P.O, Ravigram, Telibandha, Raipur, Chhattisgarh 492006",7,21.2378172,81.6896148,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
955,"Sairam Automobiles, Krishna Nagar",Chattisgarh,Bhilai,India,"Sairam auto G. E Road, Krishna Nagar, Supela, Bhilai, Chhattisgarh 490023",7,21.2165392,81.401487,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
956,"GJ | Chikhali | Chikhli - Hotel Empire",Chikhali,Gujarat,India,"Hotel Empire, PO- Rola, Via- Dungri, NH-8, Gujarat 396375",24,20.6909,72.9496,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
957,"Live Box Hyphen, Sahastradhara Road",Uttrakhand,Dehradun,India,"LivBox Dehradun, Plot No-13,14&15, IT PARK, Sahastradhara Road, Dehradun uttrakhand 248001",7,30.364799,78.0853527,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
958,"BSES RAPID CHARGING ZONE","Delhi NCR",Patparkang,India,"Narwana,Patparkang road,I-P Extension",14,28.62145,77.293556,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
959,"MG DELHI SHIVAJI MARG","Delhi NCR","NEW DELHI",India,"PLOT NO 13 SHIVAJI MARG DELHI 110015 NEW DELHI",20,28.66196,77.152242,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
960,"MG DELHI LAJPAT NAGAR","Delhi NCR","NEW DELHI",India,"A-14, Ring Road, Lajpat nagar, Delhi 110024",20,28.564863,77.236743,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
961,"EESL Chelmsford Club","Delhi NCR",Delhi,India,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",8,28.61826041,77.21256986,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
962,"EESL Chelmsford Club","Delhi NCR",Delhi,India,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",8,28.61826041,77.21256986,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
963,"u00c2u00a0EESL Sushma Swaraj Bhawan","Delhi NCR",Delhi,India,"Susma swaraj Bhawan, MEA, New Delhi",8,28.59583333,77.18055556,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
964,"EESL Delhi Haat","Delhi NCR",Delhi,India,"NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023",8,28.572793,77.208662,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
965,"EESL Chelmsford Club","Delhi NCR",Delhi,India,"Back of Hotel Claridges Near NDMC Power Sub nStation, Tees January Marg, nDr. APJ Abdul Kalam Road, New Delhi- 110003",8,28.61826041,77.21256986,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
966,"EESL Chelmsford Club","Delhi NCR",Delhi,India,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",8,28.61826041,77.21256986,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
967,"GO AUTO/ Treo Tata, Safdargunj","Delhi NCR",Delhi,India,"A-2/14, Safdarjung Enclave, , Delhi, Delhi - 110029",7,28.56483,77.18891,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
968,"Autovikas, Motinagar","Delhi NCR",Delhi,India,"Block B, No. 57, Rama Rd, Moti Nagar, Block B, Najafgarh Road Industrial Area, New Delhi, Delhi 110015",7,28.66078,77.1536,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
969,"Westside, Lajpat Nagar","Delhi NCR",Delhi,India,"A-15, Alankar Cinema Building, Feroze Gandhi Marg, Lajpat Nagar III, New Delhi 110024",7,28.56817,77.24112,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
970,"IOCL - WELCOME MOTORS, Saket","Delhi NCR",Delhi,India,"SAKET DISST. CENTRE SAKET N.DELHI - 110017",7,28.5279341,77.2156347,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
971,"Malwa Automobiles, Rohini","Delhi NCR",Delhi,India,"Showroom, No. A1, 16, Prashant Vihar Sector 14 Rohini, New Delhi - 110085",7,28.709289,77.135499,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
